Context,Response,cleaned_text,tokens,predicted_sentiment
"I keep being mean to my best friend, and I don't know why all the time. I did come to maybe some kind of conclusion that it is because my mother is mean to me all the time. Could that be a cause?","Hi Morristown,There's a saying that goes ""hurt people hurt people"". It's possible that your aggression towards your friends is connected to your mother's behaviours. When we are treated poorly, especially as children, it affects how we ourselves, others, and the world. It's also powerful modelling of aggressive behaviour. The good news is that you have this lovely awareness and I think a desire to learn about yourself and grow in your ability to be respectful to people you care about. I recommend you consider sitting down with a therapist and exploring these ideas and moving forward on that path you seem to want to be on. Good luck!",hi morristown there s a saying that goes hurt people hurt people it s possible that your aggression towards your friends is connected to your mother s behaviours when we are treated poorly especially as children it affects how we ourselves others and the world it s also powerful modelling of aggressive behaviour the good news is that you have this lovely awareness and i think a desire to learn about yourself and grow in your ability to be respectful to people you care about i recommend you consider sitting down with a therapist and exploring these ideas and moving forward on that path you seem to want to be on good luck ,"['hi', 'morristown', 'say', 'goe', 'hurt', 'peopl', 'hurt', 'peopl', 'possibl', 'aggress', 'toward', 'friend', 'connect', 'mother', 'behaviour', 'treat', 'poorli', 'especi', 'children', 'affect', 'other', 'world', 'also', 'power', 'model', 'aggress', 'behaviour', 'good', 'news', 'love', 'awar', 'think', 'desir', 'learn', 'grow', 'abil', 'respect', 'peopl', 'care', 'recommend', 'consid', 'sit', 'therapist', 'explor', 'idea', 'move', 'forward', 'path', 'seem', 'want', 'good', 'luck']",Stress
"I've got so much anger. I don't know how to control myself. My girlfriend screams at me all the time, and sometime I don't know how to deal with life. I'm very depressed and angry. I feel lost.","Hi Campbell River, You say you have anger but you don't mention how it shows. Or maybe it doesn't. Are you aggressive with your girlfriend? Since you mention depression, I wonder if you're bottling it all up somewhere instead of letting it show at all. If this is the case, I admire your ability to not lash out at someone who's hurting you. However, if they are totally  unexpressed, anger turn inward and shift into depression. When she yells at you, what do you do? Is this the moment that you feel the most angry? I wouldn't be surprised; anger is a normal response to someone yelling at you. Something about anger...it's often there to cover up our more vulnerable emotions. Under the anger I wonder if you feel worthless, powerless, scared, unloved. Part of the trick to reducing anger is identifying those other emotions and expressing them. You say you don't know how to deal with life, and I think maybe you mean you don't know how to deal with emotions. Lots of people don't! This is confusing for most of us. What am I feeling? Why is it so strong? I'm afraid to express it for fear of hurting someone (or falling apart, or feeling alone...). How do I know what to express and what to be quiet about? These are all great questions to ask yourself, and a qualified therapist can help you sort it all out and support you in your growth. I wish you well!",hi campbell river you say you have anger but you don t mention how it shows or maybe it doesn t are you aggressive with your girlfriend since you mention depression i wonder if you re bottling it all up somewhere instead of letting it show at all if this is the case i admire your ability to not lash out at someone who s hurting you however if they are totally unexpressed anger turn inward and shift into depression when she yells at you what do you do is this the moment that you feel the most angry i wouldn t be surprised anger is a normal response to someone yelling at you something about anger it s often there to cover up our more vulnerable emotions under the anger i wonder if you feel worthless powerless scared unloved part of the trick to reducing anger is identifying those other emotions and expressing them you say you don t know how to deal with life and i think maybe you mean you don t know how to deal with emotions lots of people don t this is confusing for most of us what am i feeling why is it so strong i m afraid to express it for fear of hurting someone or falling apart or feeling alone how do i know what to express and what to be quiet about these are all great questions to ask yourself and a qualified therapist can help you sort it all out and support you in your growth i wish you well ,"['hi', 'campbel', 'river', 'say', 'anger', 'mention', 'show', 'mayb', 'aggress', 'girlfriend', 'sinc', 'mention', 'depress', 'wonder', 'bottl', 'somewher', 'instead', 'let', 'show', 'case', 'admir', 'abil', 'lash', 'someon', 'hurt', 'howev', 'total', 'unexpress', 'anger', 'turn', 'inward', 'shift', 'depress', 'yell', 'moment', 'feel', 'angri', 'surpris', 'anger', 'normal', 'respons', 'someon', 'yell', 'someth', 'anger', 'often', 'cover', 'vulner', 'emot', 'anger', 'wonder', 'feel', 'worthless', 'powerless', 'scare', 'unlov', 'part', 'trick', 'reduc', 'anger', 'identifi', 'emot', 'express', 'say', 'know', 'deal', 'life', 'think', 'mayb', 'mean', 'know', 'deal', 'emot', 'lot', 'peopl', 'confus', 'us', 'feel', 'strong', 'afraid', 'express', 'fear', 'hurt', 'someon', 'fall', 'apart', 'feel', 'alon', 'know', 'express', 'quiet', 'great', 'question', 'ask', 'qualifi', 'therapist', 'help', 'sort', 'support', 'growth', 'wish', 'well']",Suicidal
I've been getting told lately by my partner that it’s embarrassing that I'm so antisocial around his family and friends. I believe it's because I'm not as social as him.,"Hi Buffalo, I think you're right; your partner's reactions are about him. I have to say it's a cruel thing to say to someone you love...that you're ""embarrassed by them"". The subtext says ""You're not good enough"", and I love that you can reject that false message.You don't have to be different for anyone. If he can't accept you for who you are, what is he doing with you? Your social habits (unless they are extreme...like you refuse to go anywhere) aren't a reflection on him; it's just you being you. Also, and I'm sure you've found this...the more he judges you, the more difficult it is for you to be the confident, outgoing person he wants you to be...so his method of trying to change you doesn't even work!I think that's the crux...he's trying to change you. What does that make you want to do? ",hi buffalo i think you re right your partner s reactions are about him i have to say it s a cruel thing to say to someone you love that you re embarrassed by them the subtext says you re not good enough and i love that you can reject that false message you don t have to be different for anyone if he can t accept you for who you are what is he doing with you your social habits unless they are extreme like you refuse to go anywhere aren t a reflection on him it s just you being you also and i m sure you ve found this the more he judges you the more difficult it is for you to be the confident outgoing person he wants you to be so his method of trying to change you doesn t even work i think that s the crux he s trying to change you what does that make you want to do ,"['hi', 'buffalo', 'think', 'right', 'partner', 'reaction', 'say', 'cruel', 'thing', 'say', 'someon', 'love', 'embarrass', 'subtext', 'say', 'good', 'enough', 'love', 'reject', 'fals', 'messag', 'differ', 'anyon', 'accept', 'social', 'habit', 'unless', 'extrem', 'like', 'refus', 'go', 'anywher', 'reflect', 'also', 'sure', 'found', 'judg', 'difficult', 'confid', 'outgo', 'person', 'want', 'method', 'tri', 'chang', 'even', 'work', 'think', 'crux', 'tri', 'chang', 'make', 'want']",Stress
"I met a guy a while ago, and I can't stop thinking about him. I feel like I love him, but I don't think I know him. What if he is not who I think he is? I cry sometimes thinking someone is going to be with him or that he has a girlfriend. I don't know, am I too obsessive? Every time we talk though, it's like magic. He makes me feel amazing, but what if I'm mistaken?","Keller, it sounds like you're living this relationship in your mind, instead of in the real world. You can get answers to your questions by talking to him...getting to know him will answer all the curiosities you have. You're asking the questions in your head instead of being in the friendship. So what is it that gets in the way of actually asking the questions and getting to know him? Fear of rejection? Fear of something else? If you have fear that keeps you from having fulfilling friendships, I recommend a therapist to help you work through that. I wish you well. :)",keller it sounds like you re living this relationship in your mind instead of in the real world you can get answers to your questions by talking to him getting to know him will answer all the curiosities you have you re asking the questions in your head instead of being in the friendship so what is it that gets in the way of actually asking the questions and getting to know him fear of rejection fear of something else if you have fear that keeps you from having fulfilling friendships i recommend a therapist to help you work through that i wish you well :),"['keller', 'sound', 'like', 'live', 'relationship', 'mind', 'instead', 'real', 'world', 'get', 'answer', 'question', 'talk', 'get', 'know', 'answer', 'curios', 'ask', 'question', 'head', 'instead', 'friendship', 'get', 'way', 'actual', 'ask', 'question', 'get', 'know', 'fear', 'reject', 'fear', 'someth', 'els', 'fear', 'keep', 'fulfil', 'friendship', 'recommend', 'therapist', 'help', 'work', 'wish', 'well', ':', ')']",Suicidal
"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we attempted a long distance relationship. We eventually broke up. It's been a year now, and I still haven't lost my feelings for her. I still love her the same way I did. I've suffered from depression ever since the breakup and have been unable to connect with anyone else. It's damaging me and my life.","Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!",hi boise i m sorry that you ve lost this love the fact that you were planning marriage and a future tells me that you meant something very special to each other at that time it s different now you re not together anymore but you can t accept this right good for you for identifying that this situation is damaging your life you ve been grieving for longer than you were together oh but really you ve not been grieving you re stuck still loving her instead of moving forward unrequited love is a recipe for eternal heartache let s look at some possible blocks to moving forward it could be that there s something unfinished for you maybe you felt hurt and you didn t have the chance to say so or you felt you hurt her and you didn t have the chance to make it right maybe there s a burning question you need to ask or something else you need to say maybe you want to tell her you ve never stopped loving her and see if she feels the same way if this is the case you have two choices right you can reach out and say what you need to say or you can stop ruminating on that question and let it go if you reach out there s no guarantee it will go well or that she ll even respond maybe write her a letter and don t send it or send it it might be worth the risk use the next paragraph to help you decide do you know how she feels how did it end did she end it was it ended just because of the distance or are there more differences between you that didn t work sometimes people are so in love that they can t clearly see that the other person isn t in love with them anymore use the information you have about what she wants for her life can you honour what she says she needs if she s asked for distance you would do well to honour that a key to moving forward look at your thoughts and where they re getting stuck write it down what bad thing can happen if you let it go or if i move forward that will mean keep going what would be the worst part of that this kind of exploring can help you identify your stuck place it is possible that you ve turned this ending into some kind of negative meaning about you or your future as in if this person doesn t love me then i m unlovable or no one will ever love me as much as she did so your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future can you find another way to reject that message try saying these things to yourself i know she loved me there is evidence of that i was a good partner there is evidence of that it s part of life to fall in love and then have to move forward i can do this and learn from it many people like me that s how i know i m lovable it s normal to feel sad i m grieving a lost love i want to move forward and not stare in the rearview mirror i know more love awaits me if i can get fear out of the way if this person loved me others can too but not if i m clinging to some old memory these are the kinds of things a therapist would explore with you i wish you well ,"['hi', 'bois', 'sorri', 'lost', 'love', 'fact', 'plan', 'marriag', 'futur', 'tell', 'meant', 'someth', 'special', 'time', 'differ', 'togeth', 'anymor', 'accept', 'right', 'good', 'identifi', 'situat', 'damag', 'life', 'griev', 'longer', 'togeth', 'oh', 'realli', 'griev', 'stuck', 'still', 'love', 'instead', 'move', 'forward', 'unrequit', 'love', 'recip', 'etern', 'heartach', 'let', 'look', 'possibl', 'block', 'move', 'forward', 'could', 'someth', 'unfinish', 'mayb', 'felt', 'hurt', 'chanc', 'say', 'felt', 'hurt', 'chanc', 'make', 'right', 'mayb', 'burn', 'question', 'need', 'ask', 'someth', 'els', 'need', 'say', 'mayb', 'want', 'tell', 'never', 'stop', 'love', 'see', 'feel', 'way', 'case', 'two', 'choic', 'right', 'reach', 'say', 'need', 'say', 'stop', 'rumin', 'question', 'let', 'go', 'reach', 'guarante', 'go', 'well', 'even', 'respond', 'mayb', 'write', 'letter', 'send', 'send', 'might', 'worth', 'risk', 'use', 'next', 'paragraph', 'help', 'decid', 'know', 'feel', 'end', 'end', 'end', 'distanc', 'differ', 'work', 'sometim', 'peopl', 'love', 'clearli', 'see', 'person', 'love', 'anymor', 'use', 'inform', 'want', 'life', 'honour', 'say', 'need', 'ask', 'distanc', 'would', 'well', 'honour', 'key', 'move', 'forward', 'look', 'thought', 'get', 'stuck', 'write', 'bad', 'thing', 'happen', 'let', 'go', 'move', 'forward', 'mean', 'keep', 'go', 'would', 'worst', 'part', 'kind', 'explor', 'help', 'identifi', 'stuck', 'place', 'possibl', 'turn', 'end', 'kind', 'neg', 'mean', 'futur', 'person', 'love', 'unlov', 'one', 'ever', 'love', 'much', 'need', 'cling', 'heart', 'way', 'reject', 'neg', 'messag', 'futur', 'find', 'anoth', 'way', 'reject', 'messag', 'tri', 'say', 'thing', 'know', 'love', 'evid', 'good', 'partner', 'evid', 'part', 'life', 'fall', 'love', 'move', 'forward', 'learn', 'mani', 'peopl', 'like', 'know', 'lovabl', 'normal', 'feel', 'sad', 'griev', 'lost', 'love', 'want', 'move', 'forward', 'stare', 'rearview', 'mirror', 'know', 'love', 'await', 'get', 'fear', 'way', 'person', 'love', 'other', 'cling', 'old', 'memori', 'kind', 'thing', 'therapist', 'would', 'explor', 'wish', 'well']",Suicidal
I would like to be able to have more positive relationships in the present.,"Hi Chapel Hill, I like your goal; research is telling us more and more that one of the most important keys to happiness is having healthy relationships. If we feel successful in that area, it can give us the confidence and hope to tackle anything life throws at us.There are personal barriers we all have to having healthy relationships; it's our ""stuff"", our ""baggage"" (not a steam trunk, right...you have a cute little Gucci bag!). You hint that people may have hurt you in the past. Maybe fear says ""stay away...hold onto resentment or you will be hurt again!"". Resentment, or simply focusing on the past is certainly a barrier to improving any relationship. Learning to forgive ourselves and others is so important. And remember...forgiveness isn't about saying something was okay; it only means ""It happened, I can't change that, and I don't want to carry it (anger, hurt, resentment) around anymore, so I let it go."" Or...sometimes fear tells us that people won't accept us; this keeps us isolated for sure! But really, all fear wants is power over us. Fear is a trickster! It tells us that if we let go of the past, we will be rejected or hurt. It says ""I'm trying to protect you!"", but what it REALLY wants is to paralyze and isolate us all so it can feel powerful. Once you pull the sheeps clothing off of fear, you can see that it doesn't help you at all!Once you see where your personal barriers are, and you start to refute those thoughts in your mind, you can begin to build new ideas about yourself and other people that are based on compassion instead of fear... Everyone deserves forgiveness and compassion.No one deserves to be judged by their worst moments.If I look in the rearview mirror, I can't move forward.We are all beautifully imperfect.I can't change the past, but I have the power to make the future good.I wish you the best on your journey!",hi chapel hill i like your goal research is telling us more and more that one of the most important keys to happiness is having healthy relationships if we feel successful in that area it can give us the confidence and hope to tackle anything life throws at us there are personal barriers we all have to having healthy relationships it s our stuff our baggage not a steam trunk right you have a cute little gucci bag you hint that people may have hurt you in the past maybe fear says stay away hold onto resentment or you will be hurt again resentment or simply focusing on the past is certainly a barrier to improving any relationship learning to forgive ourselves and others is so important and remember forgiveness isn t about saying something was okay it only means it happened i can t change that and i don t want to carry it anger hurt resentment around anymore so i let it go or sometimes fear tells us that people won t accept us this keeps us isolated for sure but really all fear wants is power over us fear is a trickster it tells us that if we let go of the past we will be rejected or hurt it says i m trying to protect you but what it really wants is to paralyze and isolate us all so it can feel powerful once you pull the sheeps clothing off of fear you can see that it doesn t help you at all once you see where your personal barriers are and you start to refute those thoughts in your mind you can begin to build new ideas about yourself and other people that are based on compassion instead of fear everyone deserves forgiveness and compassion no one deserves to be judged by their worst moments if i look in the rearview mirror i can t move forward we are all beautifully imperfect i can t change the past but i have the power to make the future good i wish you the best on your journey ,"['hi', 'chapel', 'hill', 'like', 'goal', 'research', 'tell', 'us', 'one', 'import', 'key', 'happi', 'healthi', 'relationship', 'feel', 'success', 'area', 'give', 'us', 'confid', 'hope', 'tackl', 'anyth', 'life', 'throw', 'us', 'person', 'barrier', 'healthi', 'relationship', 'stuff', 'baggag', 'steam', 'trunk', 'right', 'cute', 'littl', 'gucci', 'bag', 'hint', 'peopl', 'may', 'hurt', 'past', 'mayb', 'fear', 'say', 'stay', 'away', 'hold', 'onto', 'resent', 'hurt', 'resent', 'simpli', 'focus', 'past', 'certainli', 'barrier', 'improv', 'relationship', 'learn', 'forgiv', 'other', 'import', 'rememb', 'forgiv', 'say', 'someth', 'okay', 'mean', 'happen', 'chang', 'want', 'carri', 'anger', 'hurt', 'resent', 'around', 'anymor', 'let', 'go', 'sometim', 'fear', 'tell', 'us', 'peopl', 'accept', 'us', 'keep', 'us', 'isol', 'sure', 'realli', 'fear', 'want', 'power', 'us', 'fear', 'trickster', 'tell', 'us', 'let', 'go', 'past', 'reject', 'hurt', 'say', 'tri', 'protect', 'realli', 'want', 'paralyz', 'isol', 'us', 'feel', 'power', 'pull', 'sheep', 'cloth', 'fear', 'see', 'help', 'see', 'person', 'barrier', 'start', 'refut', 'thought', 'mind', 'begin', 'build', 'new', 'idea', 'peopl', 'base', 'compass', 'instead', 'fear', 'everyon', 'deserv', 'forgiv', 'compass', 'one', 'deserv', 'judg', 'worst', 'moment', 'look', 'rearview', 'mirror', 'move', 'forward', 'beauti', 'imperfect', 'chang', 'past', 'power', 'make', 'futur', 'good', 'wish', 'best', 'journey']",Suicidal
"My fiancé and I have almost the best relationship every girl wants, but lately it's changed. I get less attention and little to no intercourse. He works a lot and goes to the gym a lot (he's a football player for an indoor league), but he has no time for me. We live two hours from family, and when I leave home to see family, he'll text me saying ""whatever"" and ""leave me alone."" But when we're together, everything is okay. No fighting or anything. I love this man, but I just don't know what to do anymore.","Hi Rockford, While no relationship is ""perfect"", and it's natural for the passionate beginnings of a relationship to lessen with time, because we have established the trust and love needed as a foundation and we don't have to smother each other with attention anymore, your situation sounds like something different. ""He has no time for me""... yet you don't fight. Hmmm...Is it that you don't fight because you don't bring up what's bothering you? Are you avoiding conflict? Many people do. What do you fear would happen if you let him know how you feel about his recent pulling away? As an engaged couple, now is a really good time to see what happens when you bring a concern to your fiance. Better to find out now what happens when you rock the boat by being real. Or maybe you have spoken to him about it. If so, what happens? Does he listen and help you understand him better? Or does he avoid and reassure you...or maybe dismiss you? This is really important data to gather about how your fiance handles conflict and how you work together. He says ""leave me alone"". That's a pretty bold statement about what he wants. He doesn't seem to have the same idea that you do about what marriage is, and how close you want to be. Plus, I have to say, those words sound more like what a closed-off fourteen year old would say to a parent than a loving fiance to his bride to be! Giving him the benefit of the doubt, it could be that your fiance is scared about getting married and this is a temporary reaction that will change. But if this is true, he needs to tell you that so you can understand. So, I suggest that the fact that when you're together you're ""okay"" is perhaps not the best barometer for how you're doing as a couple. Listen to your gut. I encourage you to be really open with your fiance about what your feelings and fears are. This may get rockier before it gets better, but until you face what's not working, you won't know who you truly are as a couple.  When you're engaged, it's a really cool time to see a therapist too...to get some conflict resolution skills down before you're a married couple. ",hi rockford while no relationship is perfect and it s natural for the passionate beginnings of a relationship to lessen with time because we have established the trust and love needed as a foundation and we don t have to smother each other with attention anymore your situation sounds like something different he has no time for me yet you don t fight hmmm is it that you don t fight because you don t bring up what s bothering you are you avoiding conflict many people do what do you fear would happen if you let him know how you feel about his recent pulling away as an engaged couple now is a really good time to see what happens when you bring a concern to your fiance better to find out now what happens when you rock the boat by being real or maybe you have spoken to him about it if so what happens does he listen and help you understand him better or does he avoid and reassure you or maybe dismiss you this is really important data to gather about how your fiance handles conflict and how you work together he says leave me alone that s a pretty bold statement about what he wants he doesn t seem to have the same idea that you do about what marriage is and how close you want to be plus i have to say those words sound more like what a closed off fourteen year old would say to a parent than a loving fiance to his bride to be giving him the benefit of the doubt it could be that your fiance is scared about getting married and this is a temporary reaction that will change but if this is true he needs to tell you that so you can understand so i suggest that the fact that when you re together you re okay is perhaps not the best barometer for how you re doing as a couple listen to your gut i encourage you to be really open with your fiance about what your feelings and fears are this may get rockier before it gets better but until you face what s not working you won t know who you truly are as a couple when you re engaged it s a really cool time to see a therapist too to get some conflict resolution skills down before you re a married couple ,"['hi', 'rockford', 'relationship', 'perfect', 'natur', 'passion', 'begin', 'relationship', 'lessen', 'time', 'establish', 'trust', 'love', 'need', 'foundat', 'smother', 'attent', 'anymor', 'situat', 'sound', 'like', 'someth', 'differ', 'time', 'yet', 'fight', 'hmmm', 'fight', 'bring', 'bother', 'avoid', 'conflict', 'mani', 'peopl', 'fear', 'would', 'happen', 'let', 'know', 'feel', 'recent', 'pull', 'away', 'engag', 'coupl', 'realli', 'good', 'time', 'see', 'happen', 'bring', 'concern', 'fianc', 'better', 'find', 'happen', 'rock', 'boat', 'real', 'mayb', 'spoken', 'happen', 'listen', 'help', 'understand', 'better', 'avoid', 'reassur', 'mayb', 'dismiss', 'realli', 'import', 'data', 'gather', 'fianc', 'handl', 'conflict', 'work', 'togeth', 'say', 'leav', 'alon', 'pretti', 'bold', 'statement', 'want', 'seem', 'idea', 'marriag', 'close', 'want', 'plu', 'say', 'word', 'sound', 'like', 'close', 'fourteen', 'year', 'old', 'would', 'say', 'parent', 'love', 'fianc', 'bride', 'give', 'benefit', 'doubt', 'could', 'fianc', 'scare', 'get', 'marri', 'temporari', 'reaction', 'chang', 'true', 'need', 'tell', 'understand', 'suggest', 'fact', 'togeth', 'okay', 'perhap', 'best', 'baromet', 'coupl', 'listen', 'gut', 'encourag', 'realli', 'open', 'fianc', 'feel', 'fear', 'may', 'get', 'rockier', 'get', 'better', 'face', 'work', 'know', 'truli', 'coupl', 'engag', 'realli', 'cool', 'time', 'see', 'therapist', 'get', 'conflict', 'resolut', 'skill', 'marri', 'coupl']",Suicidal
"They don't go away, and I feel like I'm going crazy. Does that ever stop? Can it be a symptom of medication?","This can certainly be a side effect of some medications. If the voices are so powerful that you can not sleep or they are constantly present, you shouldn't wait any time, but go and see your doctor straight away. ",this can certainly be a side effect of some medications if the voices are so powerful that you can not sleep or they are constantly present you shouldn t wait any time but go and see your doctor straight away ,"['certainli', 'side', 'effect', 'medic', 'voic', 'power', 'sleep', 'constantli', 'present', 'wait', 'time', 'go', 'see', 'doctor', 'straight', 'away']",Bipolar
I would like to be able to have more positive relationships in the present.,"Remember, the past no longer exists and the future is just an illusion as we don't know what will happen tomorrow, so take the present as your guide. That is all we can do, so keep saying this to yourself and try to help someone each day.  The happiness is helping others to feel a bit better. ",remember the past no longer exists and the future is just an illusion as we don t know what will happen tomorrow so take the present as your guide that is all we can do so keep saying this to yourself and try to help someone each day the happiness is helping others to feel a bit better ,"['rememb', 'past', 'longer', 'exist', 'futur', 'illus', 'know', 'happen', 'tomorrow', 'take', 'present', 'guid', 'keep', 'say', 'tri', 'help', 'someon', 'day', 'happi', 'help', 'other', 'feel', 'bit', 'better']",Suicidal
"I’m in love with my friend who is also a girl. I fell in love with her in a few months. That was my first love. We used to talk for the whole day and night over the phone and on Facebook. I thought she had the same feelings for me, but I was wrong. I always wanted to touch her warmly and stay with her all my life. But all my dreams get broken apart after she got into a relationship with a guy. I’ve tried to be in relationship with guys, but I can’t be in love with them.","It all depends how old you are and what a particular situation is.  You may be feeling very close to this friend and mistake that feeling for sexual feeling, or the feelings may be real. This is something you will find out for yourself, however, it definitely doesn't mean that you are a lesbian just because you have those feelings for this particular person. Time will tell, but if you need to discuss this, you could see your school councelor (if you are at school/university) or find a LGBT group with meetings and discuss this with them. I hope this is helpful.",it all depends how old you are and what a particular situation is you may be feeling very close to this friend and mistake that feeling for sexual feeling or the feelings may be real this is something you will find out for yourself however it definitely doesn t mean that you are a lesbian just because you have those feelings for this particular person time will tell but if you need to discuss this you could see your school councelor if you are at school university or find a lgbt group with meetings and discuss this with them i hope this is helpful ,"['depend', 'old', 'particular', 'situat', 'may', 'feel', 'close', 'friend', 'mistak', 'feel', 'sexual', 'feel', 'feel', 'may', 'real', 'someth', 'find', 'howev', 'definit', 'mean', 'lesbian', 'feel', 'particular', 'person', 'time', 'tell', 'need', 'discuss', 'could', 'see', 'school', 'councelor', 'school', 'univers', 'find', 'lgbt', 'group', 'meet', 'discuss', 'hope', 'help']",Normal
"They don't go away, and I feel like I'm going crazy. Does that ever stop? Can it be a symptom of medication?","Since you realize that hearing voices in your head is not usual for you, then definitely there is a problematic situation happening within your awareness of who you are.if you recently started taking a new drug or increased dosage of one you already were taking, and the voices started shortly after, then yes, it is possible medication created your problem.Start by telling whoever gave you the presecription, about the problem you're having.""Crazy"" has some flexibility as to whether someone is this way or not.Certainly a very positive sign that you're not crazy, is that you're self-aware of a problem within yourself. And, you're responsible toward yourself and making effort to address this problem.Crazy people usually don't do responsible behaviors. ",since you realize that hearing voices in your head is not usual for you then definitely there is a problematic situation happening within your awareness of who you are if you recently started taking a new drug or increased dosage of one you already were taking and the voices started shortly after then yes it is possible medication created your problem start by telling whoever gave you the presecription about the problem you re having crazy has some flexibility as to whether someone is this way or not certainly a very positive sign that you re not crazy is that you re self aware of a problem within yourself and you re responsible toward yourself and making effort to address this problem crazy people usually don t do responsible behaviors ,"['sinc', 'realiz', 'hear', 'voic', 'head', 'usual', 'definit', 'problemat', 'situat', 'happen', 'within', 'awar', 'recent', 'start', 'take', 'new', 'drug', 'increas', 'dosag', 'one', 'alreadi', 'take', 'voic', 'start', 'shortli', 'ye', 'possibl', 'medic', 'creat', 'problem', 'start', 'tell', 'whoever', 'gave', 'presecript', 'problem', 'crazi', 'flexibl', 'whether', 'someon', 'way', 'certainli', 'posit', 'sign', 'crazi', 'self', 'awar', 'problem', 'within', 'respons', 'toward', 'make', 'effort', 'address', 'problem', 'crazi', 'peopl', 'usual', 'respons', 'behavior']",Normal
"I need answers to my anger, possessiveness, and urges.
I am angry all the time. I push people away so much that I actually blow up on people now because they ask me how my day is or was. I have a possessiveness to someone who is not even mine. I have these urges to hurt someone really bad. I want to see them beg for me to stop hurting. I want to hear their agonizing pained-filled voices. What is wrong with me?","What result are you hoping to get from the behaviors you describe?Maybe start by comparing the results you see yourself receiving from your current interactions, with how you would wish to feel from relating to others.Since you ask, ""what is wrong with me?"", there is a disconnect between what you are doing and what you'd like in return.This is true even with imagining doing harm to others.What are you really trying to accomplish for yourself by hurting others?Besides the unethicalness and criminality of this and legal consequences of arrest for such behaviors, what gain which is not evil, do you expect from overpowering and imagining you control another human being?",what result are you hoping to get from the behaviors you describe maybe start by comparing the results you see yourself receiving from your current interactions with how you would wish to feel from relating to others since you ask what is wrong with me there is a disconnect between what you are doing and what you d like in return this is true even with imagining doing harm to others what are you really trying to accomplish for yourself by hurting others besides the unethicalness and criminality of this and legal consequences of arrest for such behaviors what gain which is not evil do you expect from overpowering and imagining you control another human being ,"['result', 'hope', 'get', 'behavior', 'describ', 'mayb', 'start', 'compar', 'result', 'see', 'receiv', 'current', 'interact', 'would', 'wish', 'feel', 'relat', 'other', 'sinc', 'ask', 'wrong', 'disconnect', 'like', 'return', 'true', 'even', 'imagin', 'harm', 'other', 'realli', 'tri', 'accomplish', 'hurt', 'other', 'besid', 'unethic', 'crimin', 'legal', 'consequ', 'arrest', 'behavior', 'gain', 'evil', 'expect', 'overpow', 'imagin', 'control', 'anoth', 'human']",Suicidal
