Context,Response,Clean_Context,Clean_Response
"My boyfriend and I have been going out for about a year. I suddenly find myself jealous when I see him talking to other girls. I have never been this way before. I don't like these feelings. He said that my jealousy would cause our relationship to have problems. I told him I can't help these feelings. I don't know where they are coming from, but this is how I feel, I tried to stop, but I can't. I really like this guy, but I'm afraid that I'm messing up the relationship. It's just stupid.","Trust is at the top of what makes a healthy relationship.  It sounds like you may benefit from personal counseling to explore where this jealousy comes from and what keeps you from having complete trust in your boyfriend.  This is not stupid, this is your mind telling you that there is something that needs to be worked through.  Sometimes we need to talk to someone like a counselor who is disconnected from our life to understand our feelings and what they mean in our relationships.",boyfriend going year suddenly find jealous see talking girls never way dont like feelings said jealousy would cause relationship problems told cant help feelings dont know coming feel tried stop cant really like guy im afraid im messing relationship stupid,trust top makes healthy relationship sounds like may benefit personal counseling explore jealousy comes keeps complete trust boyfriend stupid mind telling something needs worked sometimes need talk someone like counselor disconnected life understand feelings mean relationships
We've been dating for two months now. I have a heavy past that gets him angry. Does he have a right to penalize me for things I did before I met him?,"Not in my book. You're only two months in? At this early stage, this is a bit of a warning sign. If he can't accept or feel comfortable with who you are and decisions you've made, there's already a level of discomfort here that shouldn't be ignored. No, he doesn't have the right to penalize you or punish you ...not just for past things...not for anything. What he does get to do it tell you how it affects him. Sure...if he feels uncomfortable or needs reassurance...listen to those things. But If he doesn't dig who you are, maybe he can walk the other way.",weve dating two months heavy past gets angry right penalize things met,book youre two months early stage bit warning sign cant accept feel comfortable decisions youve made theres already level discomfort shouldnt ignored doesnt right penalize punish past thingsnot anything get tell affects sureif feels uncomfortable needs reassurancelisten things doesnt dig maybe walk way
"My husband and I are in our 40s. We’ve been married 17 years. Three weeks ago, he said he loves me but is not in love with me. He was going to leave me, but he said he thought about it and decided to stay. I don't know how to feel any more. How should I take what he said and not feel so hurt? He has been very blunt, and hurtful words just come out of his mouth. He makes me feel like I'm nothing, but I so dearly love him with everything in me. He said it wasn’t a mid-life crisis.","I get it. Your husband tells you that he's not in love with you, but oops, he's changed his mind and will tolerate you for a while longer? Excuse me? My Dear, it's okay if you expect more than that from a marriage. Maybe the question has shifted from whether he is happy in the marriage to whether you are happy in the marriage. You say you love this man,  who makes you ""feel like nothing"". I say it might be time to sit down with an individual therapist and look objectively at your marriage and whether it's working for you.",husband 40s we’ve married 17 years three weeks ago said loves love going leave said thought decided stay dont know feel take said feel hurt blunt hurtful words come mouth makes feel like im nothing dearly love everything said wasn’t midlife crisis,get husband tells hes love oops hes changed mind tolerate longer excuse dear okay expect marriage maybe question shifted whether happy marriage whether happy marriage say love man makes feel like nothing say might time sit individual therapist look objectively marriage whether working
"There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person.","I'd say you're letting fear get a hold on you! You would really enjoy some sexual activities that your wife hasn't initiated in a long while, but it's a big leap to go from that to ""I married the wrong person"". Fear is telling you that she doesn't respect or like or want you? Look at the bigger picture. What is the evidence that your wife wants to please you?...that she is the ""right"" woman for you?...that she loves you?...that she cares about what's important to you?  If there is evidence there, then you owe it to the marriage to rein in your fearful thoughts.Talking to your wife is so important right now. We all have moments when we really just want to sit and stew in our self pity over our partner not vacuuming or cooking or saying loving things often enough...but they can't read our minds! Can you lovingly let her know what you miss? ...what you hope for?...what you need? This is the meat of a loving relationship. Sharing who we are, so that we can love each other better. Your wife deserves the benefit of the doubt that she'll listen to what you long for. Can you risk feeling vulnerable? You can't control her answer, but can you trust her to care?",intimate things early relationship things agreed try end thinking day feel rejected think married wrong person,id say youre letting fear get hold would really enjoy sexual activities wife hasnt initiated long big leap go married wrong person fear telling doesnt respect like want look bigger picture evidence wife wants please youthat right woman youthat loves youthat cares whats important evidence owe marriage rein fearful thoughtstalking wife important right moments really want sit stew self pity partner vacuuming cooking saying loving things often enoughbut cant read minds lovingly let know miss hope forwhat need meat loving relationship sharing love better wife deserves benefit doubt shell listen long risk feeling vulnerable cant control answer trust care
"We don't have sex a lot. I cheat when we argue. I don't kiss or have unprotected sex with them. It's a one time thing, and I never see them twice.","Hello, and thank you for your question. The question about
whether or not to cheat is based on personal values that can only be answered
by you. However, here are a few things to consider and questions to ask
yourself to help you find your answer:
1.    
Do you feel like you are violating your own
values or morals? This is important, because we all have different values and
morals surrounding sex, love, and monogamy. If you value monogamous
relationships and find yourself cheating on your partner, then you may feel
like you are living in contradiction to your values, and most people are not
happy when they do that. However, if monogamy is not something you value, then
perhaps it is time to re-evaluate the relationship and determine if it is still
right for you. Not all people want monogamous relationships, and that
is alright. Finally, if you value your husband’s feelings and know that the
affairs would hurt him, then your behaviors may again be in contrast to your
own values. That can only be determined by you. 
2.      Based on how you describe your relationship, it
sounds like you are not very satisfied with the way it is.  From the outside, it looks like the affairs
are a way to “get even” with your husband or to feel better after an argument. This
is something that can happen when mutual respect starts to fade in a
relationship and gets replaced with contempt. We can simply stop caring about
how our actions hurt each other, or potentially hurt each other. Perhaps the
question to ask here is, when you look out toward the future with your husband,
is this the pattern that you want to keep? The pattern of very little sex,
argument, and then satisfying the pain or dissatisfaction with affairs. 
 3.      What are your goals for this relationship? If we
start to become disconnected in a relationship, we can begin to do things on
autopilot. Get up, get the kids up, go to work, come home, and go to bed. None
of which requires any intimacy at all. Are you still able to see the hopes and
dreams you once had for this relationship?
 4.     
Have you considered seeking marital counseling? Not
having affairs won’t actually fix the part of the relationship that is leading
you to have them. If there is something broken, it sometimes requires some help
to get it fixed. 
 Hopefully these questions and thoughts will help you come to
some kind of conclusion about what is right for you and your relationship. I certainly
wish you well. 
 Robin J. Landwehr, DBH, LPC, NCC",dont sex lot cheat argue dont kiss unprotected sex one time thing never see twice,hello thank question question whether cheat based personal values answered however things consider questions ask help find answer 1 feel like violating values morals important different values morals surrounding sex love monogamy value monogamous relationships find cheating partner may feel like living contradiction values people happy however monogamy something value perhaps time reevaluate relationship determine still right people want monogamous relationships alright finally value husband’s feelings know affairs would hurt behaviors may contrast values determined 2 based describe relationship sounds like satisfied way outside looks like affairs way “get even” husband feel better argument something happen mutual respect starts fade relationship gets replaced contempt simply stop caring actions hurt potentially hurt perhaps question ask look toward future husband pattern want keep pattern little sex argument satisfying pain dissatisfaction affairs 3 goals relationship start become disconnected relationship begin things autopilot get get kids go work come home go bed none requires intimacy still able see hopes dreams relationship 4 considered seeking marital counseling affairs won’t actually fix part relationship leading something broken sometimes requires help get fixed hopefully questions thoughts help come kind conclusion right relationship certainly wish well robin j landwehr dbh lpc ncc
"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.","These fears are completely normal. Almost everyone has the same fears you do, to some degree, especially if they lack experience. Men also feel far more of these fears than you realize. That can help...to remember that we're all a little scared and looking for safety and approval.You mention a partner, but I'm not sure if you currently have one. Having a partner you can trust with your fears and who you feel safe with is so important. When you're really confident someone cares deeply for you, this can help the fears to go away or diminish. How well do you know your own body? Getting to know how you like to be touched and how different touches feel...getting acquainted with your body yourself first...this can help build sexual confidence. In general, our partners care less about our fat and wrinkles than they care about how we make them feel in bed. Being a generous lover who is confident enough to put fear aside...ironically this is what makes you ""good in bed"". But be patient with yourself. Your confidence will grow with experience, and that doesn't have to happen until you are ready. There's not rush. :)",female afraid sex afraid disappointing partner inexperienced think thinks im virgin also scared disappointed naked body dont want partner think differently afraid sex,fears completely normal almost everyone fears degree especially lack experience men also feel far fears realize helpto remember little scared looking safety approvalyou mention partner im sure currently one partner trust fears feel safe important youre really confident someone cares deeply help fears go away diminish well know body getting know like touched different touches feelgetting acquainted body firstthis help build sexual confidence general partners care less fat wrinkles care make feel bed generous lover confident enough put fear asideironically makes good bed patient confidence grow experience doesnt happen ready theres rush
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.","I don't think there's anything that you're supposed to feel. Some people feel tremendously guilty when they cheat, and others not at all. It could be that your partner doesn't know about the cheating and you haven't had to face his/her emotions and reactions. When something we do is hidden...a secret...it's easier to avoid feeling guilty. I wonder if you're avoiding your own emotions. But let's put that question aside for now. There are better questions.What do you want? Do you want your marriage? If not, this may be why you don't feel guilty. Do you want to be able to sleep with your friend? It's unlikely that both are possible (keeping the marriage and the affair). Yes, you get to do whatever you want with your body...and...there may be consequences. Affairs almost always get discovered. Who do you want to be? What kind of partner do you want to be? What might your partner feel if they knew? How might you feel then? Would you care? Has something happened that's affected how much you care about your partner?I suggest that these other questions might be a place to start. Exploring it with a therapist is something to consider maybe. I wish you the best as you sort it out. :)",married sex friend feel guilty feel guilty need feel guilty body full rights like,dont think theres anything youre supposed feel people feel tremendously guilty cheat others could partner doesnt know cheating havent face hisher emotions reactions something hiddena secretits easier avoid feeling guilty wonder youre avoiding emotions lets put question aside better questionswhat want want marriage may dont feel guilty want able sleep friend unlikely possible keeping marriage affair yes get whatever want bodyandthere may consequences affairs almost always get discovered want kind partner want might partner feel knew might feel would care something happened thats affected much care partneri suggest questions might place start exploring therapist something consider maybe wish best sort
"As I was growing up, my mother and father always fought. With that, I grew trust issues. I think it's going to affect my relationship now and end it sooner then I want to. I try not to let it affect me, but I can’t.","If you thing your trust issues are going to end or affect your relationship it will because you are being baggage from your parents into this relationship.  Don't allow their problems to become your problem.  You didn't mention that your partner in your present relationship have done anything to make you not trust them.  Like in the court of law, if no evidence....find not guilty.  Don't make them pay the consequences as if guilty of your parents unhealthy behavior.",growing mother father always fought grew trust issues think going affect relationship end sooner want try let affect can’t,thing trust issues going end affect relationship baggage parents relationship dont allow problems become problem didnt mention partner present relationship done anything make trust like court law evidencefind guilty dont make pay consequences guilty parents unhealthy behavior
"We had our first kid 15 years ago, and sex has been nonexistent ever since. It only happens every three or four months. We have been to counseling, and I have been told over and over again she will come around. She hasn't, and I'm intimately lonely! I think it's time to move on, but how do I do that without hurting my kids?","Hi Pocahontas, This is a painful situation. When you're in a relationship, you assume that you will continue to receive warmth and affection. When it dries up, it's a very lonely place. It's possible that there is an unaddressed issue in the relationship. It's also possible that your partner has hormonal issues, pain issues,  sexual dysfunction or is asexual. There is no one answer here. Only you can decide what is right for you. But let me ask some questions to help you explore next steps:Aside from the sex, is your wife loving and supportive? What are the other ways in which you feel loved? Does your wife talk to you? Does she communicate her needs and desires? Does she articulate what gets in the way of having sex? If your wife is generally a loving, open partner, you use this to see that her behaviours aren't personal. Whether she resolves this or not, it can help you to cope with the rejection. This is your wife's issue, and the ""ball"" is in her court.In my opinion, if couple's therapy hasn't helped, it's time for your wife to own whatever is blocking her and address it with her physician and therapist. Let her be in charge of the sex for a while, to take the pressure off, and she can have the time to figure out what gets in the way of having regular sexual intimacy in your relationship. If you think of this as ""my wife is in crisis and needs support in figuring this out"", it can help you manage your own emotions. Pressure to have sex might push her further away. Did the couple therapist help you to see the dynamic in your relationship? Has your partner identified something she feels she is lacking in the relationship? One good way to make sure you ""get"" is to ""give"" (and I mean give what she wants, not sex). It's appropriate to say to her now ""I cannot live in a relationship with so little intimacy. I need for you to be honest with me about what you want for us sexually. If this is all you want, I'm not sure I can do it. If you want us to be more sexual, I need you to address what gets in the way for you.""  Give her some time, help her in any way you can, and then see where you are. See if she does seek help to address an issue that is hers. Then...you have a decision to make. I encourage you to make it looking at the big picture, not just the sex.",first kid 15 years ago sex nonexistent ever since happens every three four months counseling told come around hasnt im intimately lonely think time move without hurting kids,hi pocahontas painful situation youre relationship assume continue receive warmth affection dries lonely place possible unaddressed issue relationship also possible partner hormonal issues pain issues sexual dysfunction asexual one answer decide right let ask questions help explore next stepsaside sex wife loving supportive ways feel loved wife talk communicate needs desires articulate gets way sex wife generally loving open partner use see behaviours arent personal whether resolves help cope rejection wifes issue ball courtin opinion couples therapy hasnt helped time wife whatever blocking address physician therapist let charge sex take pressure time figure gets way regular sexual intimacy relationship think wife crisis needs support figuring help manage emotions pressure sex might push away couple therapist help see dynamic relationship partner identified something feels lacking relationship one good way make sure get give mean give wants sex appropriate say cannot live relationship little intimacy need honest want us sexually want im sure want us sexual need address gets way give time help way see see seek help address issue thenyou decision make encourage make looking big picture sex
"I have been dating a guy for two years. I think I love him, but I don't know any more. I am in my late teens, and I have been living with him for most of our relationship. I have been talking to a guy friend, and I feel more loved by him than my boyfriend.","Hi Michigan, Relationships are so sparkly for a few years, and then things start to feel different. Most of the time, this is simply because we've pulled back from all the attachment-forming behaviours we did at the beginning. We stop talking a lot, because we have less to discover...we do less for each other and buy fewer gifts...spend less time together...all because we have already formed the love and attachment and we don't need to ""fill the gas tank"" as much. So, just because it feels different doesn't mean it's ""gone bad"".Having said that, it seems as though you are missing something in this relationship that you need; you don't feel loved enough right now. Can you tell him? Have you told him? The strength of your relationship is more clear when people know what the expectations are. Let him know what you need, and see if he gets it. You have choices to make and there is no wrong choice. You certainly have the right to say ""this isn't feeling great anymore"", or ""I want to explore other relationships"", and walk away. But often it's worth it to see how good something can be before you bail. You're drawn to someone else, and this is up to you to decide how this fits with your expectations of yourself in a relationship. Your interest in this other guy is sparkly and new. Your boyfriend can't compete with that if he doesn't know you're unhappy. For some people, being drawn to someone else is a sign they're not into their partner. For others, it's a danger alert, and it makes them want to improve their current relationship. Which one are you?",dating guy two years think love dont know late teens living relationship talking guy friend feel loved boyfriend,hi michigan relationships sparkly years things start feel different time simply weve pulled back attachmentforming behaviours beginning stop talking lot less discoverwe less buy fewer giftsspend less time togetherall already formed love attachment dont need fill gas tank much feels different doesnt mean gone badhaving said seems though missing something relationship need dont feel loved enough right tell told strength relationship clear people know expectations let know need see gets choices make wrong choice certainly right say isnt feeling great anymore want explore relationships walk away often worth see good something bail youre drawn someone else decide fits expectations relationship interest guy sparkly new boyfriend cant compete doesnt know youre unhappy people drawn someone else sign theyre partner others danger alert makes want improve current relationship one
"He owns his own business. Sometimes, he stays out all night but doesn't tell me. We have a son together, and I get to stay home with him. He says I complain too much about what he's doing. We've been together a year and a half. I got pregnant after being together for a month. We moved in together when I had my son in July. Everything was great, and then he started the staying out. He then started not spending time with either of us. I just don't know if I'm doing something wrong. We've talked and he says this is just how he is, but he wasn't like this before.","Congrats on the birth of your son!Your situation sounds painful, lonely, and isolating.And, these features are eating away at your self-confidence.Start by believing in yourself.  The feelings and ideas you describe here would only be arising from within you because they are at the very least, partly true.Ask your boyfriend if he is willing to listen and understand your point of view.  If he does, then hopefully the two of you will more easily talk with one another about the truth of feeling overwhelmed by the quick pace of your courtship and becoming a family.If these discussions continuously include him blaming you for having your own feelings and expecting him to more actively be a part of your and your son's life, then you'll need to start valuing your feelings and what is best for you and your son, by yourself.I send you lots of good luck!",owns business sometimes stays night doesnt tell son together get stay home says complain much hes weve together year half got pregnant together month moved together son july everything great started staying started spending time either us dont know im something wrong weve talked says wasnt like,congrats birth sonyour situation sounds painful lonely isolatingand features eating away selfconfidencestart believing feelings ideas describe would arising within least partly trueask boyfriend willing listen understand point view hopefully two easily talk one another truth feeling overwhelmed quick pace courtship becoming familyif discussions continuously include blaming feelings expecting actively part sons life youll need start valuing feelings best son yourselfi send lots good luck
"I love him so much, and I don't know what to do.","Does he tell you a reason as to why he feels you don't love him?Ask him this so you will clearly know his definition of ""love"".",love much dont know,tell reason feels dont love himask clearly know definition love
"My fiancé and I have almost the best relationship every girl wants, but lately it's changed. I get less attention and little to no intercourse. He works a lot and goes to the gym a lot (he's a football player for an indoor league), but he has no time for me. We live two hours from family, and when I leave home to see family, he'll text me saying ""whatever"" and ""leave me alone."" But when we're together, everything is okay. No fighting or anything. I love this man, but I just don't know what to do anymore.","Hello, It doesn't feel good when it seems that your partner no longer cares or cares less for you, especially if your feelings have not changed. It can be scary, frustrating, and lonely. Have you tried talking to him about your concerns? I would suggest to start there. There may be several reasons for his actions, some of which may have nothing to do with how he feels for you. Learning about what is going on for him will likely answer your questions and, depending on his response, may cause some relief. When initiating conversations about subjects that are sensitive, there are a few things that you want to remember. Tell him how you are feeling and what you are experiencing, rather than blaming him or telling him what he is doing wrong. Avoid using extreme, black and white language (i.e. always and never). For example, you may say something such as, ""I feel confused that we are rarely intimate and I'm wondering if you've also noticed this change"" versus ""You are never intimate with me anymore."" Don't be afraid to ask him questions. You deserve to know what is going on, as his behavior is effecting your well being. I like to ask open-ended questions instead of yes and no questions. It allows for more clarity and deeper explanation. Lastly, ask yourself (and possibly him) what part you play in the recent changes. Does he feel that you've been distant? Does he need something from you? Let him know that you are willing to work things out as a team. If communication attempts fail, seeing a couple's therapist can be a great benefit. Having an objective party to coach you through this difficut time can give you the support that will create lasting changes in your relationship.Best of luck to you!",fiancé almost best relationship every girl wants lately changed get less attention little intercourse works lot goes gym lot hes football player indoor league time live two hours family leave home see family hell text saying whatever leave alone together everything okay fighting anything love man dont know anymore,hello doesnt feel good seems partner longer cares cares less especially feelings changed scary frustrating lonely tried talking concerns would suggest start may several reasons actions may nothing feels learning going likely answer questions depending response may cause relief initiating conversations subjects sensitive things want remember tell feeling experiencing rather blaming telling wrong avoid using extreme black white language ie always never example may say something feel confused rarely intimate im wondering youve also noticed change versus never intimate anymore dont afraid ask questions deserve know going behavior effecting well like ask openended questions instead yes questions allows clarity deeper explanation lastly ask possibly part play recent changes feel youve distant need something let know willing work things team communication attempts fail seeing couples therapist great benefit objective party coach difficut time give support create lasting changes relationshipbest luck
"I have been married for ten years. My husband is 29 years my senior. We have a young daughter. Ever since she was born, my husband has ""shut down."" We have no intimacy; he doesn't even kiss me. I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection. My self-esteem is gone, and I feel so alone. He has stranded me. He uses his passive-aggressive ways and ignores every comment I make. He refuses to talk to me in detail.","Hi Smyrna,Your husband is avoiding dealing with this problem. I understand how lonely you must feel, not only sexually, but emotionally too.From what you describe, it seems that he wants to be there for you, but he clearly has barriers to engaging fully around this issue. My hunch is that he doesn't know what to do or how to talk to you. But I think he does have something to say.Your husband is 29 years older and you've been together for ten years...that puts you at around thirty perhaps and him at almost sixty? Has any wise older woman sat you down to explain that men sometimes have erectile issues or hormone-related low sex drive as they age? It's possible that your husband is bewildered, angry, grieving or anxious about changes in his sex drive or his ability to maintain an erection, and that he doesn't know how to talk to you about this. He may feel like he's letting you down, and he's scared it will get worse, so he's sticking his head in the sand. Of course, that doesn't help, does it?The worst case scenario is that you get angry or hopeless, that he senses danger or disapproval from you and pulls away even further in shame. Eventually, you stop chasing him, and you drift further apart. It's a bit of a conundrum...how to honour both your need for connection and honesty and his need for a safe place to explore his fears and insecurities. Maybe lower your expectations for a bit? Your husband will need to believe that you are a safe place to share his fears, and you would need to hold onto the fact that he's really scared, and that he's not rejecting you...just protecting himself.I would suggest having a gentle conversation that sounds something like ""Sweetheart, we both know that something's not right here. I think you've been trying to handle this on your own or hoping it would get better, but can we agree that it's not? I need you to either talk to me about what's happening, or please go see a doctor. What I need is to see that you are doing some little step to help us. Either of those things would show me that.""In the end, you need to know that he's heard you and that he's willing to look at the issue in some way. If he does neither, then at least you know where you stand and you can decide whether to live in a sexless marriage. I wonder if showing him this answer to your question might help? Just a thought.",married ten years husband 29 years senior young daughter ever since born husband shut intimacy doesnt even kiss ive told feel years swears loves wants make happy still literally beg sex affection selfesteem gone feel alone stranded uses passiveaggressive ways ignores every comment make refuses talk detail,hi smyrnayour husband avoiding dealing problem understand lonely must feel sexually emotionally toofrom describe seems wants clearly barriers engaging fully around issue hunch doesnt know talk think something sayyour husband 29 years older youve together ten yearsthat puts around thirty perhaps almost sixty wise older woman sat explain men sometimes erectile issues hormonerelated low sex drive age possible husband bewildered angry grieving anxious changes sex drive ability maintain erection doesnt know talk may feel like hes letting hes scared get worse hes sticking head sand course doesnt help itthe worst case scenario get angry hopeless senses danger disapproval pulls away even shame eventually stop chasing drift apart bit conundrumhow honour need connection honesty need safe place explore fears insecurities maybe lower expectations bit husband need believe safe place share fears would need hold onto fact hes really scared hes rejecting youjust protecting himselfi would suggest gentle conversation sounds something like sweetheart know somethings right think youve trying handle hoping would get better agree need either talk whats happening please go see doctor need see little step help us either things would show thatin end need know hes heard hes willing look issue way neither least know stand decide whether live sexless marriage wonder showing answer question might help thought
"My boyfriend of five years told me he cheated on me during our relationship after we broke up. We've since gotten back together and are trying to make it work. I don't know how to trust him now, but I really want to make it work, and it seems like he does too. But my trust issues are getting in the way and causing problems.","Hi Michigan,This is a common issue. How do you trust after you know someone is capable of hurting you? I totally get that it's hard, and I believe it's worth it if you truly love and want to be with someone. You can be stronger in the scarred places. I would suggest that you each have a separate job to do to rebuild this trust. It is definitely possible to rebuild it, because anything is possible if both people want it enough.Your boyfriend came clean to you...this is pretty crucial. He chose to honour your needs rather than keep the secret. You can use that as evidence in your ""proof that he loves me"" file. Work on that file...thicken it up. Having a thick ""he does care about me and wouldn't hurt me again"" file will help you. Other things that he can do to help you thicken that file (because after all, his behaviours caused this problem): answer all your questions, don't brush you off if you're feeling insecure, treat you as though you're a priority, avoid questionable contact with other women, have open communication, give you passwords to devices so there is transparency. He can help you to understand where those behaviours came from...why he cheated in the first places (although people aren't always good with those 'why' questions!)You can focus on telling yourself that people change, that he deserves a chance to show you he can be loyal (or at least you've decided to give him that chance), and that you want to be a trusting person. If you act like a trusting person, you will likely feel more like one. Don't go snooping, don't interrogate him. It's normal you might feel scared and try to tell him that when you do. Let him know what happens that leads to you feeling scared.This is a start for you. A good therapist can be helpful too!",boyfriend five years told cheated relationship broke weve since gotten back together trying make work dont know trust really want make work seems like trust issues getting way causing problems,hi michiganthis common issue trust know someone capable hurting totally get hard believe worth truly love want someone stronger scarred places would suggest separate job rebuild trust definitely possible rebuild anything possible people want enoughyour boyfriend came clean youthis pretty crucial chose honour needs rather keep secret use evidence proof loves file work filethicken thick care wouldnt hurt file help things help thicken file behaviours caused problem answer questions dont brush youre feeling insecure treat though youre priority avoid questionable contact women open communication give passwords devices transparency help understand behaviours came fromwhy cheated first places although people arent always good questionsyou focus telling people change deserves chance show loyal least youve decided give chance want trusting person act like trusting person likely feel like one dont go snooping dont interrogate normal might feel scared try tell let know happens leads feeling scaredthis start good therapist helpful
"I’m in love with my friend who is also a girl. I fell in love with her in a few months. That was my first love. We used to talk for the whole day and night over the phone and on Facebook. I thought she had the same feelings for me, but I was wrong. I always wanted to touch her warmly and stay with her all my life. But all my dreams get broken apart after she got into a relationship with a guy. I’ve tried to be in relationship with guys, but I can’t be in love with them.","It all depends how old you are and what a particular situation is.  You may be feeling very close to this friend and mistake that feeling for sexual feeling, or the feelings may be real. This is something you will find out for yourself, however, it definitely doesn't mean that you are a lesbian just because you have those feelings for this particular person. Time will tell, but if you need to discuss this, you could see your school councelor (if you are at school/university) or find a LGBT group with meetings and discuss this with them. I hope this is helpful.",i’m love friend also girl fell love months first love used talk whole day night phone facebook thought feelings wrong always wanted touch warmly stay life dreams get broken apart got relationship guy i’ve tried relationship guys can’t love,depends old particular situation may feeling close friend mistake feeling sexual feeling feelings may real something find however definitely doesnt mean lesbian feelings particular person time tell need discuss could see school councelor schooluniversity find lgbt group meetings discuss hope helpful
I've been getting told lately by my partner that it’s embarrassing that I'm so antisocial around his family and friends. I believe it's because I'm not as social as him.,"Hi Buffalo, I think you're right; your partner's reactions are about him. I have to say it's a cruel thing to say to someone you love...that you're ""embarrassed by them"". The subtext says ""You're not good enough"", and I love that you can reject that false message.You don't have to be different for anyone. If he can't accept you for who you are, what is he doing with you? Your social habits (unless they are extreme...like you refuse to go anywhere) aren't a reflection on him; it's just you being you. Also, and I'm sure you've found this...the more he judges you, the more difficult it is for you to be the confident, outgoing person he wants you to be...so his method of trying to change you doesn't even work!I think that's the crux...he's trying to change you. What does that make you want to do?",ive getting told lately partner it’s embarrassing im antisocial around family friends believe im social,hi buffalo think youre right partners reactions say cruel thing say someone lovethat youre embarrassed subtext says youre good enough love reject false messageyou dont different anyone cant accept social habits unless extremelike refuse go anywhere arent reflection also im sure youve found thisthe judges difficult confident outgoing person wants beso method trying change doesnt even worki think thats cruxhes trying change make want
How can I know if I'm just being paranoid?,"Hi Texas,Oh, that's a powerful idea, isn't it? It burrows into your head. Let's figure this out. First, has your partner given you any concrete reason not to trust them? Have they cheated before? If not, then they deserve the benefit of the doubt until there is evidence. If it's a ""yes"", then it's natural that these fears would be triggered and you can simply let your partner know what triggers the fear and what you need. ""When you refuse to let me see your phone I worry that you're hiding something. I need openness"". If they haven't cheated on you in the past, there are three possible scenarios here. I invite you to take a moment and write down what the evidence is that cheating is going on. What is the specific thing that's triggering your fears? When you have your data recorded, read on...The first scenario is that you have been personally hurt in the past by someone else and you've developed fears that you will be hurt again or that you're not enough to keep someone interested (this is just fear...people cheat for their own reasons, not because we're not interesting). This may be true if what you wrote down is ""They didn't really do anything wrong...there is no evidence. I'm just scared and suspicious"". That's a cue to do some self reflection and calm yourself with thoughts like ""nothing has really happened. I can trust.""If what you wrote down was vague evidence, like for example your partner has been distant or irritable, or you're having less sex than usual, you can try to approach the situation without making assumptions. Trust your gut, but your gut isn't seeing evidence of cheating...it's evidence of ""something"". Ask your partner what's up with accusations or assumptions.The third possibility is that there is some clear evidence that they are cheating. Maybe there are texts on a phone, or someone has told you something they saw. I'd say when there is some evidence, it's okay to present this to your partner and ask what's going on. If this happens repeatedly, and your gut is screaming and there are only excuses or explanations that don't make sense, then it's okay to do a bit of ""research"" and be extra aware of what's going on around you. I hope that helps.",know im paranoid,hi texasoh thats powerful idea isnt burrows head lets figure first partner given concrete reason trust cheated deserve benefit doubt evidence yes natural fears would triggered simply let partner know triggers fear need refuse let see phone worry youre hiding something need openness havent cheated past three possible scenarios invite take moment write evidence cheating going specific thing thats triggering fears data recorded read onthe first scenario personally hurt past someone else youve developed fears hurt youre enough keep someone interested fearpeople cheat reasons interesting may true wrote didnt really anything wrongthere evidence im scared suspicious thats cue self reflection calm thoughts like nothing really happened trustif wrote vague evidence like example partner distant irritable youre less sex usual try approach situation without making assumptions trust gut gut isnt seeing evidence cheatingits evidence something ask partner whats accusations assumptionsthe third possibility clear evidence cheating maybe texts phone someone told something saw id say evidence okay present partner ask whats going happens repeatedly gut screaming excuses explanations dont make sense okay bit research extra aware whats going around hope helps
"My partner and I have had an amazing relationship and connection for over two years. We're very committed to each other and are planning a very long life together. However, he recently was very open and honest that he isn't interested in having sex with me anymore. He says this has happened in every past relationships and has ended it as a result. He knows it's because it's the ""same person"" feeling, but how can he get over this?","I wonder how long ""anymore"" will be for your boyfriend.Since you both are planning a long life together, instead of his custom of ending relationships when he feels bored with the sex, he will be facing the situation of being in a relationship and not having sex with his partner to whom he is committed.What are your own views on the meaning of sex in a relationship?Knowing this will help you be better able to collaborate with your boyfriend on finding ways of balancing what you each would like.",partner amazing relationship connection two years committed planning long life together however recently open honest isnt interested sex anymore says happened every past relationships ended result knows person feeling get,wonder long anymore boyfriendsince planning long life together instead custom ending relationships feels bored sex facing situation relationship sex partner committedwhat views meaning sex relationshipknowing help better able collaborate boyfriend finding ways balancing would like
